caseid,activity,resource,ts
Application_562322973,End,End,2016-01-13 11:59:32.653
Application_1535675187,W_Validate application,User_114,2016-01-13 12:00:14.214
Application_2078253178,W_Call incomplete files,User_2,2016-01-13 12:01:14.864
Application_1307111345,W_Validate application,User_127,2016-01-13 12:02:39.324
Application_2078253178,W_Call incomplete files,User_2,2016-01-13 12:03:45.075
Application_843590096,W_Validate application,User_29,2016-01-13 12:04:01.427
Application_1846626914,W_Call incomplete files,User_2,2016-01-13 12:04:11.674
Application_2070389081,W_Call incomplete files,User_30,2016-01-13 12:04:24.889
Application_2070389081,W_Call incomplete files,User_30,2016-01-13 12:04:24.891
Application_2070389081,A_Incomplete,User_30,2016-01-13 12:04:24.893
Application_2070389081,W_Call incomplete files,User_30,2016-01-13 12:04:38.572
Application_2034562541,O_Accepted,User_113,2016-01-13 12:05:21.991
Application_2034562541,A_Pending,User_113,2016-01-13 12:05:21.994
Application_2034562541,W_Call incomplete files,User_113,2016-01-13 12:05:21.996
Application_2034562541,End,End,2016-01-13 12:05:22.996
Application_1807951250,W_Call after offers,User_112,2016-01-13 12:05:38.991
Application_1807951250,W_Validate application,User_112,2016-01-13 12:05:39.008
Application_1807951250,W_Validate application,User_2,2016-01-13 12:05:39.014
Application_1807951250,A_Validating,User_112,2016-01-13 12:05:39.888
Application_1787371920,W_Call after offers,User_127,2016-01-13 12:05:50.802
Application_1787371920,W_Validate application,User_127,2016-01-13 12:05:50.808
Application_1787371920,W_Validate application,User_127,2016-01-13 12:05:50.810
Application_1787371920,A_Validating,User_127,2016-01-13 12:05:51.812
Application_1787371920,O_Returned,User_127,2016-01-13 12:06:11.381
Application_1846626914,W_Call incomplete files,User_2,2016-01-13 12:06:13.904
Application_1807951250,O_Returned,User_112,2016-01-13 12:06:34.877
Application_1807951250,W_Validate application,User_112,2016-01-13 12:07:23.522
Application_1787371920,W_Validate application,User_127,2016-01-13 12:08:59.042
Application_2012524282,W_Call incomplete files,User_112,2016-01-13 12:10:49.284
Application_2012524282,W_Validate application,User_112,2016-01-13 12:10:49.296
Application_2012524282,W_Validate application,User_112,2016-01-13 12:10:49.299
Application_2012524282,A_Validating,User_112,2016-01-13 12:10:49.394
Application_2012524282,W_Validate application,User_112,2016-01-13 12:11:20.540
Application_1377264777,W_Validate application,User_30,2016-01-13 12:11:51.369
Application_1377264777,W_Validate application,User_30,2016-01-13 12:12:06.188
Application_1448214642,W_Call after offers,User_127,2016-01-13 12:12:28.708
Application_1448214642,W_Validate application,User_127,2016-01-13 12:12:28.719
Application_1448214642,W_Validate application,User_127,2016-01-13 12:12:28.722
Application_1448214642,A_Validating,User_127,2016-01-13 12:12:29.753
Application_1448214642,O_Returned,User_127,2016-01-13 12:13:01.564
Application_1448214642,W_Validate application,User_127,2016-01-13 12:14:07.268
Application_144264435,W_Call after offers,User_113,2016-01-13 12:15:34.050
Application_144264435,W_Validate application,User_113,2016-01-13 12:15:34.059
Application_144264435,W_Validate application,User_95,2016-01-13 12:15:34.061
Application_144264435,A_Validating,User_113,2016-01-13 12:15:34.965
Application_144264435,O_Returned,User_113,2016-01-13 12:15:42.054
Application_144264435,W_Validate application,User_113,2016-01-13 12:17:47.182
Application_2078253178,O_Accepted,User_114,2016-01-13 12:31:06.993
Application_2078253178,A_Pending,User_114,2016-01-13 12:31:07.002
Application_2078253178,W_Call incomplete files,User_114,2016-01-13 12:31:07.006
Application_2078253178,End,End,2016-01-13 12:31:08.006
Application_2012524282,W_Validate application,User_100,2016-01-13 12:36:46.489
Application_2012524282,W_Call incomplete files,User_100,2016-01-13 12:36:46.497
Application_2012524282,W_Call incomplete files,User_100,2016-01-13 12:36:46.499
Application_2012524282,A_Incomplete,User_100,2016-01-13 12:36:46.501
Application_2012524282,W_Call incomplete files,User_100,2016-01-13 12:37:27.063
Application_2062932311,W_Validate application,User_102,2016-01-13 12:37:32.587
Application_2062932311,W_Call incomplete files,User_102,2016-01-13 12:37:32.598
Application_2062932311,W_Call incomplete files,User_34,2016-01-13 12:37:32.601
Application_2062932311,A_Incomplete,User_102,2016-01-13 12:37:32.604
Application_2062932311,W_Call incomplete files,User_102,2016-01-13 12:39:12.301
Application_1204730406,W_Validate application,User_115,2016-01-13 12:41:40.407
Application_1204730406,W_Call incomplete files,User_115,2016-01-13 12:41:40.415
Application_1204730406,W_Call incomplete files,User_115,2016-01-13 12:41:40.417
Application_1204730406,A_Incomplete,User_115,2016-01-13 12:41:40.420
Application_1204730406,W_Call incomplete files,User_115,2016-01-13 12:42:30.151
Application_843590096,W_Validate application,User_29,2016-01-13 12:49:39.453
Application_843590096,O_Accepted,User_29,2016-01-13 12:50:03.741
Application_843590096,A_Pending,User_29,2016-01-13 12:50:03.748
Application_843590096,End,End,2016-01-13 12:50:04.748
Application_1833979489,W_Validate application,User_30,2016-01-13 12:50:07.953
Application_2078020265,W_Validate application,User_29,2016-01-13 12:53:14.160
Application_1833979489,W_Call incomplete files,User_30,2016-01-13 13:07:12.087
Application_1833979489,W_Call incomplete files,User_30,2016-01-13 13:07:12.089
Application_1833979489,A_Incomplete,User_30,2016-01-13 13:07:12.091
Application_1833979489,W_Call incomplete files,User_30,2016-01-13 13:08:06.283
Application_1787371920,W_Validate application,User_102,2016-01-13 13:16:49.528
Application_1787371920,W_Call incomplete files,User_102,2016-01-13 13:16:49.534
Application_1787371920,W_Call incomplete files,User_102,2016-01-13 13:16:49.536
Application_1787371920,A_Incomplete,User_102,2016-01-13 13:16:49.537
Application_505474597,W_Call after offers,User_127,2016-01-13 13:17:33.474
Application_505474597,W_Validate application,User_127,2016-01-13 13:17:33.482
Application_505474597,W_Validate application,User_127,2016-01-13 13:17:33.484
Application_505474597,A_Validating,User_127,2016-01-13 13:17:34.439
Application_1876456626,W_Call incomplete files,User_95,2016-01-13 13:18:21.510
Application_1876456626,W_Call incomplete files,User_95,2016-01-13 13:18:21.513
Application_1876456626,A_Incomplete,User_95,2016-01-13 13:18:21.516
Application_1787371920,W_Call incomplete files,User_102,2016-01-13 13:18:38.426
Application_1876456626,W_Call incomplete files,User_95,2016-01-13 13:18:52.817
Application_428409768,W_Validate application,User_101,2016-01-13 13:19:05.156
Application_428409768,W_Call incomplete files,User_101,2016-01-13 13:19:05.170
Application_428409768,W_Call incomplete files,User_101,2016-01-13 13:19:05.172
Application_428409768,A_Incomplete,User_101,2016-01-13 13:19:05.175
Application_360475310,W_Validate application,User_95,2016-01-13 13:19:08.367
Application_360475310,W_Validate application,User_95,2016-01-13 13:19:12.071
Application_1853330214,W_Validate application,User_95,2016-01-13 13:19:15.200
Application_1853330214,W_Validate application,User_95,2016-01-13 13:19:19.089
Application_144264435,W_Validate application,User_95,2016-01-13 13:19:51.447
Application_144264435,W_Validate application,User_95,2016-01-13 13:19:56.170
Application_428409768,W_Call incomplete files,User_101,2016-01-13 13:19:56.608
Application_1513129576,W_Validate application,User_95,2016-01-13 13:20:06.636
Application_1513129576,W_Validate application,User_95,2016-01-13 13:20:09.540
Application_1535675187,W_Validate application,User_95,2016-01-13 13:20:14.138
Application_1535675187,W_Validate application,User_95,2016-01-13 13:20:18.039
Application_1535675187,W_Validate application,User_95,2016-01-13 13:20:24.799
Application_1535675187,W_Validate application,User_95,2016-01-13 13:20:28.792
Application_1943199357,W_Validate application,User_95,2016-01-13 13:20:36.331
Application_1943199357,W_Validate application,User_95,2016-01-13 13:20:41.219
Application_813133375,W_Call incomplete files,User_118,2016-01-13 13:21:12.426
Application_813133375,W_Validate application,User_118,2016-01-13 13:21:12.436
Application_813133375,W_Validate application,User_99,2016-01-13 13:21:12.438
Application_813133375,A_Validating,User_118,2016-01-13 13:21:12.507
Application_346636726,W_Validate application,User_95,2016-01-13 13:21:16.468
Application_346636726,W_Validate application,User_95,2016-01-13 13:22:00.176
Application_813133375,W_Validate application,User_118,2016-01-13 13:22:31.422
Application_1535675187,W_Validate application,User_75,2016-01-13 13:23:50.688
Application_2078020265,A_Denied,User_29,2016-01-13 13:23:58.185
Application_2078020265,O_Refused,User_29,2016-01-13 13:23:58.248
Application_2078020265,O_Refused,User_29,2016-01-13 13:23:58.279
Application_2078020265,End,End,2016-01-13 13:23:59.279
Application_1535675187,W_Validate application,User_75,2016-01-13 13:24:14.481
Application_525275343,W_Validate application,User_29,2016-01-13 13:25:23.209
Application_53530491,W_Call after offers,User_116,2016-01-13 13:27:55.336
Application_53530491,W_Validate application,User_116,2016-01-13 13:27:55.348
Application_53530491,W_Validate application,User_116,2016-01-13 13:27:55.352
Application_53530491,A_Validating,User_116,2016-01-13 13:27:56.349
Application_1846626914,O_Accepted,User_95,2016-01-13 13:28:00.512
Application_1846626914,A_Pending,User_95,2016-01-13 13:28:00.517
Application_1846626914,W_Call incomplete files,User_95,2016-01-13 13:28:00.522
Application_1846626914,End,End,2016-01-13 13:28:01.522
Application_144264435,W_Validate application,User_95,2016-01-13 13:28:47.655
Application_505474597,O_Returned,User_127,2016-01-13 13:29:10.163
Application_1535675187,W_Validate application,User_75,2016-01-13 13:30:41.571
Application_53530491,O_Returned,User_116,2016-01-13 13:30:58.719
Application_1535675187,W_Validate application,User_75,2016-01-13 13:33:11.780
Application_505474597,W_Validate application,User_127,2016-01-13 13:33:59.302
Application_123754331,W_Call incomplete files,User_34,2016-01-13 13:34:29.813
Application_1891076145,W_Call incomplete files,User_117,2016-01-13 13:34:31.461
Application_1891076145,W_Validate application,User_117,2016-01-13 13:34:31.475
Application_1891076145,W_Validate application,User_117,2016-01-13 13:34:31.477
Application_1891076145,A_Validating,User_117,2016-01-13 13:34:31.551
Application_1891076145,W_Validate application,User_117,2016-01-13 13:34:41.889
Application_1535675187,W_Validate application,User_75,2016-01-13 13:35:10.124
Application_123754331,W_Call incomplete files,User_34,2016-01-13 13:37:13.023
Application_53530491,W_Validate application,User_116,2016-01-13 13:37:17.792
Application_923808413,W_Call incomplete files,User_118,2016-01-13 13:39:23.428
Application_923808413,W_Validate application,User_118,2016-01-13 13:39:23.434
Application_923808413,W_Validate application,User_118,2016-01-13 13:39:23.436
Application_923808413,A_Validating,User_118,2016-01-13 13:39:23.496
Application_360475310,W_Validate application,User_87,2016-01-13 13:39:29.415
Application_1448214642,W_Validate application,User_100,2016-01-13 13:40:04.881
Application_1448214642,W_Call incomplete files,User_100,2016-01-13 13:40:04.888
Application_1448214642,W_Call incomplete files,User_34,2016-01-13 13:40:04.890
Application_1448214642,A_Incomplete,User_100,2016-01-13 13:40:04.895
Application_923808413,W_Validate application,User_118,2016-01-13 13:40:28.822
Application_1448214642,W_Call incomplete files,User_100,2016-01-13 13:41:20.061
Application_297491355,W_Call after offers,User_113,2016-01-13 13:43:38.891
Application_297491355,W_Validate application,User_113,2016-01-13 13:43:38.898
Application_297491355,W_Validate application,User_113,2016-01-13 13:43:38.907
Application_297491355,A_Validating,User_113,2016-01-13 13:43:39.785
Application_297491355,O_Returned,User_113,2016-01-13 13:43:48.016
Application_1535675187,W_Call incomplete files,User_75,2016-01-13 13:44:39.255
Application_1535675187,W_Call incomplete files,User_34,2016-01-13 13:44:39.274
Application_1535675187,A_Incomplete,User_75,2016-01-13 13:44:39.286
Application_1535675187,W_Call incomplete files,User_75,2016-01-13 13:44:47.901
Application_144264435,W_Call incomplete files,User_95,2016-01-13 13:45:23.864
Application_144264435,W_Call incomplete files,User_95,2016-01-13 13:45:23.866
Application_144264435,A_Incomplete,User_95,2016-01-13 13:45:23.867
Application_1307111345,W_Validate application,User_102,2016-01-13 13:46:20.299
Application_1307111345,W_Call incomplete files,User_102,2016-01-13 13:46:20.313
Application_1307111345,W_Call incomplete files,User_102,2016-01-13 13:46:20.315
Application_1307111345,A_Incomplete,User_102,2016-01-13 13:46:20.319
Application_1669670154,W_Call after offers,User_116,2016-01-13 13:46:29.115
Application_1669670154,W_Validate application,User_116,2016-01-13 13:46:29.122
Application_1669670154,W_Validate application,User_116,2016-01-13 13:46:29.124
Application_1669670154,A_Validating,User_116,2016-01-13 13:46:30.054
Application_1307111345,W_Call incomplete files,User_102,2016-01-13 13:46:48.062
Application_144264435,W_Call incomplete files,User_95,2016-01-13 13:47:35.896
Application_1513129576,W_Validate application,User_95,2016-01-13 13:47:45.608
Application_190984886,W_Validate application,User_115,2016-01-13 13:49:01.811
Application_190984886,W_Call incomplete files,User_115,2016-01-13 13:49:01.818
Application_190984886,W_Call incomplete files,User_115,2016-01-13 13:49:01.819
Application_190984886,A_Incomplete,User_115,2016-01-13 13:49:01.822
Application_297491355,W_Validate application,User_113,2016-01-13 13:49:16.202
Application_346636726,W_Validate application,User_102,2016-01-13 13:49:56.842
Application_346636726,W_Call incomplete files,User_102,2016-01-13 13:50:06.958
Application_346636726,W_Call incomplete files,User_34,2016-01-13 13:50:06.960
Application_346636726,A_Incomplete,User_102,2016-01-13 13:50:06.962
Application_346636726,W_Call incomplete files,User_102,2016-01-13 13:50:14.539
Application_1277100580,W_Call incomplete files,User_114,2016-01-13 13:52:42.921
Application_1277100580,W_Validate application,User_114,2016-01-13 13:52:42.930
Application_1277100580,W_Validate application,User_114,2016-01-13 13:52:42.935
Application_1277100580,A_Validating,User_114,2016-01-13 13:52:43.004
Application_1277100580,W_Validate application,User_114,2016-01-13 13:52:57.973
Application_1669670154,O_Returned,User_116,2016-01-13 13:56:25.819
Application_360475310,W_Call incomplete files,User_87,2016-01-13 13:56:41.246
Application_360475310,W_Call incomplete files,User_87,2016-01-13 13:56:41.248
Application_360475310,A_Incomplete,User_87,2016-01-13 13:56:41.250
Application_360475310,W_Call incomplete files,User_87,2016-01-13 13:57:18.303
Application_838952120,W_Call after offers,User_113,2016-01-13 13:59:33.243
Application_838952120,W_Validate application,User_113,2016-01-13 13:59:33.253
Application_838952120,W_Validate application,User_30,2016-01-13 13:59:33.256
Application_838952120,A_Validating,User_113,2016-01-13 13:59:34.074
Application_838952120,O_Returned,User_113,2016-01-13 14:00:00.814
Application_1853330214,W_Validate application,User_87,2016-01-13 14:00:09.705
Application_1669670154,W_Validate application,User_116,2016-01-13 14:00:57.184
Application_1767756144,W_Call after offers,User_117,2016-01-13 14:01:29.165
Application_1767756144,W_Validate application,User_117,2016-01-13 14:01:29.176
Application_1767756144,W_Validate application,User_117,2016-01-13 14:01:29.181
Application_1767756144,A_Validating,User_117,2016-01-13 14:01:29.982
Application_1767756144,O_Returned,User_117,2016-01-13 14:01:39.998
Application_190984886,W_Call incomplete files,User_115,2016-01-13 14:01:50.633
Application_838952120,W_Validate application,User_113,2016-01-13 14:05:51.763
Application_525275343,A_Denied,User_29,2016-01-13 14:06:53.007
Application_525275343,O_Refused,User_29,2016-01-13 14:06:53.044
Application_525275343,End,End,2016-01-13 14:06:54.044
Application_1767756144,W_Validate application,User_117,2016-01-13 14:06:59.433
Application_1513129576,O_Accepted,User_95,2016-01-13 14:07:19.296
Application_1513129576,A_Pending,User_95,2016-01-13 14:07:19.301
Application_1513129576,End,End,2016-01-13 14:07:20.301
Application_1474017032,W_Call incomplete files,User_34,2016-01-13 14:09:39.234
Application_1547844908,W_Call incomplete files,User_118,2016-01-13 14:10:15.616
Application_1547844908,W_Validate application,User_118,2016-01-13 14:10:15.623
Application_1547844908,W_Validate application,User_118,2016-01-13 14:10:15.625
Application_1547844908,A_Validating,User_118,2016-01-13 14:10:15.689
Application_1547844908,W_Validate application,User_118,2016-01-13 14:10:37.626
Application_652823628,W_Call after offers,User_117,2016-01-13 14:10:55.138
Application_652823628,W_Validate application,User_117,2016-01-13 14:10:55.144
Application_652823628,W_Validate application,User_117,2016-01-13 14:10:55.145
Application_652823628,A_Validating,User_117,2016-01-13 14:10:55.973
Application_652823628,O_Returned,User_117,2016-01-13 14:11:03.569
Application_1474017032,W_Call incomplete files,User_34,2016-01-13 14:12:06.918
Application_1474017032,W_Call incomplete files,User_34,2016-01-13 14:12:11.965
Application_1474017032,W_Call incomplete files,User_34,2016-01-13 14:12:51.901
Application_1474017032,W_Call incomplete files,User_34,2016-01-13 14:13:11.303
Application_1474017032,W_Call incomplete files,User_34,2016-01-13 14:13:23.757
Application_803879893,W_Call incomplete files,User_34,2016-01-13 14:13:51.758
Application_652823628,W_Validate application,User_117,2016-01-13 14:15:39.110
Application_803879893,W_Call incomplete files,User_34,2016-01-13 14:15:46.923
Application_1853330214,W_Validate application,User_87,2016-01-13 14:17:07.833
Application_1259601023,W_Call after offers,User_116,2016-01-13 14:17:18.799
Application_1259601023,W_Validate application,User_116,2016-01-13 14:17:18.809
Application_1259601023,W_Validate application,User_116,2016-01-13 14:17:18.811
Application_1259601023,A_Validating,User_116,2016-01-13 14:17:19.843
Application_895241174,W_Validate application,User_100,2016-01-13 14:17:37.494
Application_895241174,W_Validate application,User_100,2016-01-13 14:17:52.013
Application_1259601023,O_Returned,User_116,2016-01-13 14:18:19.138
Application_2070389081,W_Call incomplete files,User_34,2016-01-13 14:18:25.237
Application_2070389081,W_Call incomplete files,User_34,2016-01-13 14:21:58.824
Application_1259601023,W_Validate application,User_116,2016-01-13 14:22:00.453
Application_1193723578,W_Call after offers,User_113,2016-01-13 14:23:05.372
Application_1193723578,W_Validate application,User_113,2016-01-13 14:23:05.383
Application_1193723578,W_Validate application,User_113,2016-01-13 14:23:05.387
Application_1193723578,A_Validating,User_113,2016-01-13 14:23:06.346
Application_1193723578,O_Returned,User_113,2016-01-13 14:23:13.103
Application_193978070,W_Call after offers,User_116,2016-01-13 14:24:11.017
Application_193978070,W_Validate application,User_116,2016-01-13 14:24:11.024
Application_193978070,W_Validate application,User_75,2016-01-13 14:24:11.027
Application_193978070,A_Validating,User_116,2016-01-13 14:24:11.952
Application_1193723578,W_Validate application,User_113,2016-01-13 14:24:42.672
Application_193978070,O_Returned,User_116,2016-01-13 14:25:00.117
Application_2012524282,W_Call incomplete files,User_118,2016-01-13 14:26:08.410
Application_2012524282,W_Validate application,User_118,2016-01-13 14:26:08.420
Application_2012524282,W_Validate application,User_118,2016-01-13 14:26:08.455
Application_2012524282,A_Validating,User_118,2016-01-13 14:26:08.534
Application_2012524282,W_Validate application,User_118,2016-01-13 14:26:14.148
Application_1916415976,W_Call after offers,User_113,2016-01-13 14:27:13.244
Application_1916415976,W_Validate application,User_113,2016-01-13 14:27:13.251
Application_1916415976,W_Validate application,User_113,2016-01-13 14:27:13.253
Application_1916415976,A_Validating,User_113,2016-01-13 14:27:14.132
Application_1916415976,O_Returned,User_113,2016-01-13 14:27:20.097
Application_1916415976,W_Validate application,User_113,2016-01-13 14:29:52.019
Application_813133375,W_Validate application,User_99,2016-01-13 14:30:15.330
Application_193978070,W_Validate application,User_116,2016-01-13 14:30:37.151
Application_1377264777,W_Validate application,User_30,2016-01-13 14:35:23.092
Application_1377264777,W_Validate application,User_30,2016-01-13 14:35:29.668
Application_813133375,W_Validate application,User_99,2016-01-13 14:37:23.886
Application_1377264777,W_Validate application,User_30,2016-01-13 14:37:31.646
Application_2062932311,W_Call incomplete files,User_34,2016-01-13 14:37:50.667
Application_323048075,A_Create Application,User_95,2016-01-13 14:38:17.368
Application_323048075,A_Concept,User_95,2016-01-13 14:38:17.394
Application_323048075,W_Complete application,User_95,2016-01-13 14:38:17.422
Application_323048075,W_Complete application,User_95,2016-01-13 14:38:17.425
Application_1975617123,W_Call after offers,User_116,2016-01-13 14:38:26.500
Application_1975617123,W_Validate application,User_116,2016-01-13 14:38:26.564
Application_1975617123,W_Validate application,User_29,2016-01-13 14:38:26.571
Application_1975617123,A_Validating,User_116,2016-01-13 14:38:27.510
Application_1975617123,O_Returned,User_116,2016-01-13 14:39:22.166
Application_2062932311,W_Validate application,User_34,2016-01-13 14:39:45.060
Application_2062932311,W_Validate application,User_34,2016-01-13 14:39:45.062
Application_2062932311,A_Validating,User_34,2016-01-13 14:39:45.140
Application_2062932311,W_Validate application,User_34,2016-01-13 14:40:56.371
Application_1204730406,W_Call incomplete files,User_34,2016-01-13 14:41:00.760
Application_1277100580,W_Validate application,User_99,2016-01-13 14:42:21.140
Application_1204730406,W_Call incomplete files,User_34,2016-01-13 14:42:34.461
Application_2144860637,W_Validate application,User_102,2016-01-13 14:47:35.926
Application_2144860637,W_Call incomplete files,User_102,2016-01-13 14:47:35.932
Application_2144860637,W_Call incomplete files,User_102,2016-01-13 14:47:35.933
Application_2144860637,A_Incomplete,User_102,2016-01-13 14:47:35.935
Application_1377264777,W_Call incomplete files,User_30,2016-01-13 14:48:16.053
Application_1377264777,W_Call incomplete files,User_30,2016-01-13 14:48:16.056
Application_1377264777,A_Incomplete,User_30,2016-01-13 14:48:16.057
Application_1377264777,W_Call incomplete files,User_30,2016-01-13 14:48:42.617
Application_323048075,A_Accepted,User_95,2016-01-13 14:49:01.554
Application_1868808301,W_Call incomplete files,User_113,2016-01-13 14:49:42.063
Application_1868808301,W_Validate application,User_113,2016-01-13 14:49:42.082
Application_1868808301,W_Validate application,User_99,2016-01-13 14:49:42.086
Application_1868808301,A_Validating,User_113,2016-01-13 14:49:42.167
Application_1807951250,W_Validate application,User_101,2016-01-13 14:50:18.774
Application_1807951250,W_Call incomplete files,User_101,2016-01-13 14:50:18.779
Application_1807951250,W_Call incomplete files,User_2,2016-01-13 14:50:18.782
Application_1807951250,A_Incomplete,User_101,2016-01-13 14:50:18.784
Application_2144860637,W_Call incomplete files,User_102,2016-01-13 14:50:19.357
Application_1807951250,W_Call incomplete files,User_101,2016-01-13 14:51:02.979
Application_1868808301,W_Validate application,User_113,2016-01-13 14:51:08.745
Application_323048075,O_Create Offer,User_95,2016-01-13 14:51:49.849
Application_323048075,O_Created,User_95,2016-01-13 14:51:50.968
Application_323048075,O_Sent (online only),User_95,2016-01-13 14:52:10.312
Application_323048075,W_Call after offers,User_95,2016-01-13 14:52:10.333
Application_323048075,W_Call after offers,User_95,2016-01-13 14:52:10.335
Application_323048075,A_Complete,User_95,2016-01-13 14:52:10.337
Application_323048075,W_Validate application,User_95,2016-01-13 14:52:14.840
Application_323048075,W_Validate application,User_95,2016-01-13 14:52:14.842
Application_323048075,A_Validating,User_95,2016-01-13 14:52:15.703
Application_123754331,W_Call incomplete files,User_47,2016-01-13 14:53:57.514
Application_123754331,W_Validate application,User_47,2016-01-13 14:53:57.520
Application_123754331,W_Validate application,User_47,2016-01-13 14:53:57.522
Application_123754331,A_Validating,User_47,2016-01-13 14:53:57.584
Application_123754331,W_Validate application,User_47,2016-01-13 14:54:10.546
Application_1943199357,W_Validate application,User_30,2016-01-13 14:54:14.762
Application_1975617123,W_Validate application,User_116,2016-01-13 14:55:45.821
Application_323048075,W_Call incomplete files,User_95,2016-01-13 14:55:59.620
Application_323048075,W_Call incomplete files,User_95,2016-01-13 14:55:59.622
Application_323048075,A_Incomplete,User_95,2016-01-13 14:55:59.624
Application_323048075,W_Call incomplete files,User_95,2016-01-13 14:56:30.091
Application_2062932311,O_Accepted,User_113,2016-01-13 14:57:14.657
Application_2062932311,A_Pending,User_113,2016-01-13 14:57:14.661
Application_2062932311,W_Validate application,User_113,2016-01-13 14:57:14.664
Application_2062932311,End,End,2016-01-13 14:57:15.664
Application_1277100580,W_Validate application,User_99,2016-01-13 14:57:30.242
Application_1868808301,W_Validate application,User_99,2016-01-13 14:58:07.796
Application_1868808301,O_Returned,User_99,2016-01-13 15:01:31.234
Application_428409768,W_Call incomplete files,User_34,2016-01-13 15:02:49.347
Application_1868808301,W_Call incomplete files,User_99,2016-01-13 15:04:14.938
Application_1868808301,W_Call incomplete files,User_99,2016-01-13 15:04:14.941
Application_1868808301,A_Incomplete,User_99,2016-01-13 15:04:14.944
Application_1868808301,W_Call incomplete files,User_99,2016-01-13 15:04:33.748
Application_1943199357,O_Accepted,User_30,2016-01-13 15:12:01.380
Application_1943199357,A_Pending,User_30,2016-01-13 15:12:01.423
Application_1943199357,End,End,2016-01-13 15:12:02.423
Application_1195396325,W_Call incomplete files,User_118,2016-01-13 15:14:32.965
Application_1195396325,W_Validate application,User_118,2016-01-13 15:14:32.972
Application_1195396325,W_Validate application,User_29,2016-01-13 15:14:32.974
Application_1195396325,A_Validating,User_118,2016-01-13 15:14:33.037
Application_1845547664,W_Call incomplete files,User_113,2016-01-13 15:16:12.540
Application_1845547664,W_Validate application,User_113,2016-01-13 15:16:12.548
Application_1845547664,W_Validate application,User_113,2016-01-13 15:16:12.550
Application_1845547664,A_Validating,User_113,2016-01-13 15:16:12.626
Application_1195396325,W_Validate application,User_118,2016-01-13 15:16:58.734
Application_1226577675,W_Call after offers,User_116,2016-01-13 15:19:13.194
Application_1226577675,W_Validate application,User_116,2016-01-13 15:19:13.203
Application_1226577675,W_Validate application,User_30,2016-01-13 15:19:13.206
Application_1226577675,A_Validating,User_116,2016-01-13 15:19:14.336
Application_1845547664,W_Validate application,User_113,2016-01-13 15:19:39.391
Application_813133375,W_Validate application,User_99,2016-01-13 15:19:50.453
Application_1226577675,O_Returned,User_116,2016-01-13 15:21:10.503
Application_994471234,W_Call after offers,User_117,2016-01-13 15:23:55.203
Application_994471234,W_Validate application,User_117,2016-01-13 15:23:55.209
Application_994471234,W_Validate application,User_29,2016-01-13 15:23:55.211
Application_994471234,A_Validating,User_117,2016-01-13 15:23:56.081
Application_1226577675,W_Validate application,User_116,2016-01-13 15:24:01.845
Application_813133375,O_Accepted,User_99,2016-01-13 15:24:57.808
Application_813133375,A_Pending,User_99,2016-01-13 15:24:57.816
Application_813133375,O_Cancelled,User_99,2016-01-13 15:24:57.833
Application_813133375,O_Cancelled,User_99,2016-01-13 15:24:57.844
Application_813133375,End,End,2016-01-13 15:24:58.844
Application_901793095,W_Call after offers,User_127,2016-01-13 15:25:57.804
Application_901793095,W_Validate application,User_127,2016-01-13 15:25:57.814
Application_901793095,W_Validate application,User_127,2016-01-13 15:25:57.818
Application_901793095,A_Validating,User_127,2016-01-13 15:25:59.021
Application_901793095,O_Returned,User_127,2016-01-13 15:28:02.566
Application_994471234,O_Returned,User_117,2016-01-13 15:29:28.378
Application_1195396325,W_Validate application,User_29,2016-01-13 15:29:58.877
Application_1853330214,W_Validate application,User_87,2016-01-13 15:32:33.647
Application_1853330214,W_Validate application,User_87,2016-01-13 15:33:15.187
Application_1853330214,W_Validate application,User_87,2016-01-13 15:33:20.078
Application_1853330214,W_Validate application,User_87,2016-01-13 15:33:25.225
Application_1853330214,W_Validate application,User_87,2016-01-13 15:33:32.203
Application_1853330214,W_Validate application,User_87,2016-01-13 15:33:36.909
Application_428409768,W_Call incomplete files,User_34,2016-01-13 15:34:27.526
Application_1833979489,W_Call incomplete files,User_34,2016-01-13 15:37:32.985
Application_1014824736,W_Call after offers,User_116,2016-01-13 15:37:39.807
Application_1014824736,W_Validate application,User_116,2016-01-13 15:37:39.818
Application_1014824736,W_Validate application,User_30,2016-01-13 15:37:39.821
Application_1014824736,A_Validating,User_116,2016-01-13 15:37:40.780
Application_1833979489,W_Call incomplete files,User_34,2016-01-13 15:38:55.823
Application_1787371920,W_Call incomplete files,User_34,2016-01-13 15:39:01.093
Application_1014824736,O_Returned,User_116,2016-01-13 15:39:35.837
Application_901793095,W_Validate application,User_127,2016-01-13 15:41:43.398
Application_1787371920,W_Call incomplete files,User_34,2016-01-13 15:42:23.854
Application_994471234,W_Validate application,User_117,2016-01-13 15:42:24.608
Application_1876456626,W_Call incomplete files,User_34,2016-01-13 15:42:28.583
Application_1014824736,W_Validate application,User_116,2016-01-13 15:43:34.186
Application_1876456626,O_Create Offer,User_34,2016-01-13 15:44:28.949
Application_1876456626,O_Created,User_34,2016-01-13 15:44:30.415
Application_354702724,W_Call after offers,User_127,2016-01-13 15:45:08.869
Application_354702724,W_Validate application,User_127,2016-01-13 15:45:08.875
Application_354702724,W_Validate application,User_87,2016-01-13 15:45:08.876
Application_354702724,A_Validating,User_127,2016-01-13 15:45:12.558
